timestamp,x,y,z
1769675380.0819068,0.0,0.0,0.0
1769675380.1019042,0.0,0.0,0.0
1769675380.1218884,0.0,0.0,0.0
1769675380.14187,0.0,0.0,0.0
1769675380.1618574,0.0,0.0,0.0
1769675380.1818466,0.0,0.0,0.0
1769675380.2018342,0.0,0.0,0.0
1769675380.2218213,0.0,0.0,0.0
1769675380.2418091,0.0,0.0,0.0
1769675380.261798,0.0,0.0,0.0
1769675380.281788,0.0,0.0,0.0
1769675380.301778,0.0,0.0,0.0
1769675380.3217666,0.0,0.0,0.0
1769675380.341753,0.0,0.0,0.0
1769675380.361743,0.0,0.0,0.0
1769675380.3817291,0.0,0.0,0.0
1769675380.4017246,0.0,0.0,0.0
1769675380.421707,0.0,0.0,0.0
1769675380.441696,0.0,0.0,0.0
1769675380.461683,0.0,0.0,0.0
1769675380.4817023,0.0,0.0,0.0
1769675380.501708,0.0,0.0,0.0
1769675380.5216556,0.0,0.0,0.0
1769675380.5416422,0.0,0.0,0.0
1769675380.5616415,0.0,0.0,0.0
1769675380.5816205,0.0,0.0,0.0
1769675380.601609,0.0,0.0,0.0
1769675380.6215963,0.0,0.0,0.0
1769675380.641599,0.0,0.0,0.0
1769675380.6615767,0.0,0.0,0.0
1769675380.6815758,0.0,0.0,0.0
1769675380.701562,0.0,0.0,0.0
1769675380.7215421,0.0,0.0,0.0
1769675380.7415314,0.0,0.0,0.0
1769675380.76152,0.0,0.0,0.0
1769675380.7815187,0.0,0.0,0.0
1769675380.8014953,0.0,0.0,0.0
1769675380.8214824,0.0,0.0,0.0
1769675380.8414724,0.0,0.0,0.0
1769675380.86146,0.0,0.0,0.0
1769675380.8814485,0.0,0.0,0.0
1769675380.9014473,0.0,0.0,0.0
1769675380.921424,0.0,0.0,0.0
1769675380.9414172,0.0,0.0,0.0
1769675380.9614024,0.0,0.0,0.0
1769675380.9813912,0.0,0.0,0.0
1769675381.00138,0.0,0.0,0.0
1769675381.0213654,0.0,0.0,0.0
1769675381.041369,0.0,0.0,0.0
1769675381.0613432,0.0,0.0,0.0
1769675381.0813324,0.0,0.0,0.0
1769675381.1013305,0.0,0.0,0.0
1769675381.1213198,0.0,0.0,0.0
1769675381.141331,0.0,0.0,0.0
1769675381.1612897,0.0,0.0,0.0
1769675381.1812758,0.0,0.0,0.0
1769675381.2012627,0.0,0.0,0.0
1769675381.2212617,0.0,0.0,0.0
1769675381.241241,0.0,0.0,0.0
1769675381.2612343,0.0,0.0,0.0
1769675381.2812176,0.0,0.0,0.0
1769675381.301213,0.0,0.0,0.0
1769675381.321195,0.0,0.0,0.0
1769675381.3411837,0.0,0.0,0.0
1769675381.3611732,0.0,0.0,0.0
1769675381.3811593,0.0,0.0,0.0
1769675381.4011512,0.0,0.0,0.0
1769675381.42114,0.0,0.0,0.0
1769675381.4411252,0.0,0.0,0.0
1769675381.4611163,0.0,0.0,0.0
1769675381.4811049,0.0,0.0,0.0
1769675381.5010998,0.0,0.0,0.0
1769675381.5210888,0.0,0.0,0.0
1769675381.5410736,0.0,0.0,0.0
1769675381.5610616,0.0,0.0,0.0
1769675381.5810397,7.991284779565641e-05,0.0,0.0
1769675381.6010282,0.0001598667819976681,-1.597336553316091e-08,0.0
1769675381.6210208,0.00023983735140907031,-4.7934959287257125e-08,0.0
1769675381.6410122,0.000719630749333799,-3.356159276974655e-07,0.0
1769675381.6610086,0.0011995438881222287,-7.193100683007206e-07,0.0
1769675381.6809943,0.0018590705331337403,-1.3784881537870178e-06,0.0
1769675381.700991,0.0026189439537746195,-1.986094097808935e-06,0.0
1769675381.7209737,0.0037779377139041956,-2.912842525389293e-06,0.0
1769675381.740952,0.004936680972121063,-3.839390647962243e-06,0.0
1769675381.7609484,0.006376431833866434,-4.9906365762240265e-06,0.0
1769675381.7809317,0.0076153862088669325,-5.733574475018294e-06,0.0
1769675381.8009183,0.009154368230692895,-6.963960749009936e-06,0.0
1769675381.820911,0.01069378645737709,-8.194695760324435e-06,0.0
1769675381.840898,0.01223279073219582,-9.425099825152141e-06,0.0
1769675381.8608837,0.01387161494771996,-1.0735307996312993e-05,0.0
1769675381.8808827,0.015791537493719223,-1.2653958459872357e-05,0.0
1769675381.9008586,0.017709205192824817,-1.4570355570531204e-05,0.0
1769675381.920848,0.019628175419291332,-1.6488054345535852e-05,0.0
1769675381.9408345,0.021546905933875458,-1.8405513567483937e-05,0.0
1769675381.9608192,0.02346542457656354,-2.0322761057915866e-05,0.0
1769675381.9808137,0.025384892466785876,-2.224095716693943e-05,0.0
1769675382.0008032,0.027303881125243346,-2.415867436172256e-05,0.0
1769675382.0207887,0.02922247963989224,-2.607600167119456e-05,0.0
1769675382.0407934,0.0311429520736217,-2.7995201658145195e-05,0.0
1769675382.0607688,0.033060579740746936,-2.991155876334766e-05,0.0
1769675382.0807583,0.03497957761519988,-3.1829285168020026e-05,0.0
1769675382.100743,0.036998025620592526,-3.3846395810992056e-05,0.0
1769675382.1207464,0.0390183647082521,-3.546163841026198e-05,0.0
1769675382.140728,0.0410365063189125,-3.667142776472333e-05,0.0
1769675382.1607103,0.0430547255980161,-3.747799102110159e-05,0.0
1769675382.1806996,0.045073639979007214,-3.7881405098561865e-05,0.0
1769675382.2006907,0.04699278319568906,-3.788126081737806e-05,0.0
1769675382.2206752,0.049011216048967965,-3.788110907159954e-05,0.0
1769675382.2406673,0.0511303919376578,-3.830445609334064e-05,0.0
1769675382.2606497,0.05324852658838071,-3.8727595107339394e-05,0.0
1769675382.2806375,0.05546715583370284,-3.917080989114646e-05,0.0
1769675382.300644,0.05768787352197907,-4.005831121512264e-05,0.0
1769675382.320619,0.059805234458218545,-4.132811562345174e-05,0.0
1769675382.3406043,0.06182375734351658,-4.2538645776433994e-05,0.0
1769675382.360598,0.06384312036733478,-4.4153257293007865e-05,0.0
1769675382.380583,0.0658615942283836,-4.617072577340976e-05,0.0
1769675382.4005737,0.06788066314014349,-4.778527980651945e-05,0.0
1769675382.420559,0.06989915693740469,-4.8995860962237045e-05,0.0
1769675382.4405506,0.07191831682926185,-4.980331058995901e-05,0.0
1769675382.4605384,0.07393709546618651,-5.0207019901981026e-05,0.0
1769675382.4805284,0.07585612809086739,-5.020720785203208e-05,0.0
1769675382.500518,0.0777751514995482,-5.020739580118053e-05,0.0
1769675382.5205033,0.0796937263002251,-5.0207583706392305e-05,0.0
1769675382.5404928,0.08161270977290555,-5.020777165162942e-05,0.0
1769675382.5604794,0.08353141983758362,-5.020795957008895e-05,0.0
1769675382.5804684,0.08545037566226384,-5.020814751261822e-05,0.0
1769675382.6004565,0.0873692330869432,-5.020833544551019e-05,0.0
1769675382.6204443,0.08928805988762228,-5.020852337540285e-05,0.0
1769675382.640433,0.09120697270430213,-5.020871131371991e-05,0.0
1769675382.660421,0.09312580564898128,-5.0208899244214314e-05,0.0
1769675382.6804142,0.09504516083366496,-5.02090872258569e-05,0.0
1769675382.700402,0.09696400289834418,-5.0209275157244516e-05,0.0
1769675382.7203887,0.09888272217902234,-5.020946307660667e-05,0.0
1769675382.7403848,0.10080234462770836,-5.020965108442509e-05,0.0
1769675382.76037,0.10272093181238537,-5.0209838990849755e-05,0.0
1769675382.780355,0.10463947896506204,-5.021002689335369e-05,0.0
1769675382.8003452,0.10655854230974318,-5.021021484641347e-05,0.0
1769675382.8203325,0.1084773261024219,-5.0210402772093925e-05,0.0
1769675382.8403225,0.1103963710151029,-5.0210590723348474e-05,0.0
1769675382.860311,0.11231526232778255,-5.021077865955944e-05,0.0
1769675382.8802984,0.11423403988046121,-5.021096658462875e-05,0.0
1769675382.9002874,0.1161529926331414,-5.021115452685715e-05,0.0
1769675382.9202776,0.1180720621218226,-5.021134248051867e-05,0.0
1769675382.9402628,0.11999064316249955,-5.0211530386341594e-05,0.0
1769675382.9602497,0.12190937770717784,-5.02117183071987e-05,0.0
1769675382.9802415,0.1238285915798603,-5.021190627500119e-05,0.0
1769675383.0002234,0.12574685620453452,-5.021209414983433e-05,0.0
1769675383.0202146,0.12766600863721644,-5.021228211161939e-05,0.0
1769675383.0402136,0.12958591985390497,-5.021247014771975e-05,0.0
1769675383.060196,0.13160412313417588,-5.02126678105446e-05,0.0
1769675383.0801797,0.1336224945391175,-5.061618069891204e-05,0.0
1769675383.100169,0.13564139577009537,-5.142325423708979e-05,0.0
1769675383.120179,0.13766239780110762,-5.2635148243366035e-05,0.0
1769675383.1401498,0.13967946923628072,-5.4248299918708724e-05,0.0
1769675383.1601386,0.14159839645453393,-5.616619026469892e-05,0.0
1769675383.1801264,0.14361716109453287,-5.8183864086327665e-05,0.0
1769675383.2001114,0.14553572539536833,-6.048487054044392e-05,0.0
1769675383.2201076,0.14755533324417577,-6.290706232878594e-05,0.0
1769675383.2400901,0.14957357106858798,-6.492404103591715e-05,0.0
1769675383.2600863,0.15159318538171968,-6.734596653531263e-05,0.0
1769675383.2800696,0.15361147405143244,-7.016988393206227e-05,0.0
1769675383.3000562,0.15573007605701947,-7.186406913633743e-05,0.0
1769675383.320041,0.15774853735292255,-7.347817468985955e-05,0.0
1769675383.340036,0.1598679938671859,-7.559661208573675e-05,0.0
1769675383.3600202,0.16178647001897212,-7.674697115101373e-05,0.0
1769675383.3800118,0.16370567740263323,-7.789776867846046e-05,0.0
1769675383.399994,0.1656239656452062,-7.981501421714007e-05,0.0
1769675383.4199831,0.1673630216803309,-8.085812195394056e-05,0.0
1769675383.4399729,0.16918209557316605,-8.194922541070299e-05,0.0
1769675383.459964,0.17130115560453396,-8.364386096940035e-05,0.0
1769675383.47995,0.17311987432418904,-8.437114485602523e-05,0.0
1769675383.4999366,0.17503858404379025,-8.552188586534296e-05,0.0
1769675383.5199287,0.17715774884628815,-8.763994622372133e-05,0.0
1769675383.539912,0.17897622568843546,-8.873037032791075e-05,0.0
1769675383.5599108,0.18071611398334586,-9.012135658286226e-05,0.0
1769675383.5798898,0.1828338986235469,-9.181445914242562e-05,0.0
1769675383.5998764,0.1846526697591979,-9.254176104317137e-05,0.0
1769675383.6198704,0.1865721106146692,-9.369294849575448e-05,0.0
1769675383.6398532,0.18869028495334225,-9.58103503163883e-05,0.0
1769675383.6598463,0.19080953184087912,-9.708185457749465e-05,0.0
1769675383.6798344,0.19272839199218755,-9.823313094515354e-05,0.0
1769675383.699824,0.19484731324778687,-9.95044398338384e-05,0.0
1769675383.7198164,0.19686654436463513,-9.990865496709759e-05,0.0
1769675383.7398016,0.1987851099493119,-9.990915154941677e-05,0.0
1769675383.7597992,0.2007048767819991,-9.990964844265497e-05,0.0
1769675383.7797842,0.20262344860667594,-9.991014502658925e-05,0.0
1769675383.7997637,0.2045414612313479,-9.99106414657858e-05,0.0
1769675383.8197546,0.2064606044480297,-9.991113819761347e-05,0.0
1769675383.8397405,0.2083792530727072,-9.991163480142589e-05,0.0
1769675383.8597336,0.2102985836813906,-9.991213158175623e-05,0.0
1769675383.8797228,0.2122175547700709,-9.991262826903202e-05,0.0
1769675383.8997085,0.2141361818907482,-9.991312486727856e-05,0.0
1769675383.9196947,0.2160548550914259,-9.9913621477452e-05,0.0
1769675383.939686,0.21797401664410787,-9.991411821402557e-05,0.0
1769675383.9596717,0.21999256261739064,-9.991464067426816e-05,0.0
1769675383.9796646,0.22191187168364365,-0.00010029872293590018,0.0
1769675383.9996467,0.223930065227504,-0.00010070259345074662,0.0
1769675384.0196347,0.22594887283134305,-0.00010150998731359615,0.0
1769675384.0396423,0.22786959471051843,-0.00010266207088609834,0.0
1769675384.0596147,0.22978693422227287,-0.00010381212565371,0.0
1769675384.079601,0.23180555740042666,-0.00010502293218839769,0.0
1769675384.0995972,0.2337252098593128,-0.00010655804334626025,0.0
1769675384.1196027,0.23574574943160675,-0.0001081738320938396,0.0
1769675384.139576,0.23776305967172534,-0.00011019060865599236,0.0
1769675384.1595588,0.23978131321214063,-0.0001126114421572625,0.0
1769675384.179547,0.24180012643274906,-0.00011462953266420104,0.0
1769675384.199539,0.24391927370314775,-0.0001171715024514924,0.0
1769675384.2195227,0.24593762107236478,-0.0001195925602535976,0.0
1769675384.2395136,0.2480566535864871,-0.00012171093182172208,0.0
1769675384.2595043,0.25007572526588234,-0.00012372937373383584,0.0
1769675384.2794914,0.25219434688248327,-0.0001262708648281667,0.0
1769675384.29948,0.2541132467013364,-0.00012780570815577007,0.0
1769675384.3194666,0.256031977656242,-0.00012934041641655,0.0
1769675384.3394535,0.25805062953879276,-0.00013095504702011055,0.0
1769675384.359446,0.26006987972464823,-0.00013216657536125017,0.0
1769675384.3794289,0.261988251715805,-0.00013293404574873637,0.0
1769675384.3994164,0.26400698811454437,-0.0001337416682605928,0.0
1769675384.4194098,0.2660263161913917,-0.0001341459144550894,0.0
1769675384.4393916,0.2678446594084704,-0.0001341463781325994,0.0
1769675384.459382,0.26976373807474213,-0.00013453033383999273,0.0
1769675384.4793756,0.27168313315701026,-0.00013491435285366415,0.0
1769675384.4993646,0.27360207348728355,-0.0001352982808837678,0.0
1769675384.5193532,0.27552096783355734,-0.00013568219971371758,0.0
1769675384.539342,0.2775398434304447,-0.00013608612208624226,0.0
1769675384.559332,0.27945886367112543,-0.00013608647570409412,0.0
1769675384.5793133,0.28137708528779926,-0.00013608682917478352,0.0
1769675384.5993047,0.2832962560564813,-0.00013608718282037317,0.0
1769675384.6192973,0.2852155498011644,-0.00013608753648862359,0.0
1769675384.6392817,0.28713405087384064,-0.00013608789001080834,0.0
1769675384.6592705,0.2890529790505206,-0.00013608824361169554,0.0
1769675384.679269,0.2909728472592087,-0.00013608859738580245,0.0
1769675384.6992512,0.292891127147883,-0.00013608895086722963,0.0
1769675384.7192395,0.2948100092445626,-0.0001360893044596257,0.0
1769675384.739227,0.2967288053252414,-0.00013608965803617158,0.0
1769675384.7592142,0.2986475675179199,-0.00013609001160647292,0.0
1769675384.779214,0.300567549390609,-0.0001360903654015247,0.0
1769675384.799194,0.3024856449592817,-0.00013609071884898723,0.0
1769675384.8191843,0.3044047083039628,-0.00013609107247478184,0.0
1769675384.839167,0.30632304656063764,-0.0001360914259669645,0.0
1769675384.8591561,0.3082420085293179,-0.00013609177957407857,0.0
1769675384.879148,0.31026118797462277,-0.00013609215164826665,0.0
1769675384.8991325,0.31227960775849123,-0.00013649604353900956,0.0
1769675384.9191184,0.31429819558633165,-0.00013730337082181298,0.0
1769675384.9391093,0.31631726144743477,-0.00013851442027216048,0.0
1769675384.959097,0.31833602655118165,-0.00014012885588186172,0.0
1769675384.9790876,0.3202551135131019,-0.00014204716060586435,0.0
1769675384.9990726,0.32217367506728,-0.00014396494013628602,0.0
1769675385.019064,0.324092841901161,-0.00014588332469969286,0.0
1769675385.0390637,0.32601281359864687,-0.0001478025137986346,0.0
1769675385.0590446,0.3279309911530135,-0.00014971990948576673,0.0
1769675385.0790322,0.32984980461106794,-0.00015163794081738636,0.0
1769675385.0990179,0.33186833987990566,-0.0001536556533122401,0.0
1769675385.1190255,0.33378908913836564,-0.00015519174787431095,0.0
1769675385.138999,0.33570653282985397,-0.00015672519885163104,0.0
1769675385.1589887,0.33772548538951075,-0.00015833983024316124,0.0
1769675385.1789718,0.33974379173068303,-0.00015955049256907413,0.0
1769675385.1989596,0.34156267352223424,-0.00016027806044133396,0.0
1769675385.218947,0.3435813968922918,-0.0001614890633569905,0.0
1769675385.238934,0.3457000299337733,-0.0001623365416632709,0.0
1769675385.2589278,0.34761944333289535,-0.00016310432975336994,0.0
1769675385.278913,0.349538021052077,-0.0001638717835615964,0.0
1769675385.298903,0.3516569391275323,-0.0001647193758848418,0.0
1769675385.3188891,0.3535756274387061,-0.00016548687393117475,0.0
1769675385.3388808,0.3553948587612197,-0.00016621458800423477,0.0
1769675385.358871,0.35741387656609974,-0.0001666185859526068,0.0
1769675385.378856,0.3593324235652934,-0.00016738600291506928,0.0
1769675385.398848,0.36115169856781193,-0.0001681137111739253,0.0
1769675385.4188373,0.3631706160796976,-0.0001685176535210936,0.0
1769675385.4388247,0.3650893997188955,-0.0001692851123152103,0.0
1769675385.4588084,0.3671077676697257,-0.00017009240199706077,0.0
1769675385.4787936,0.36912628441358347,-0.00017049637396640457,0.0
1769675385.498786,0.37124546028103683,-0.00017134401513740064,0.0
1769675385.5187783,0.3732646848128165,-0.00017215167715021814,0.0
1769675385.5387635,0.3753831246374055,-0.00017257549855184185,0.0
1769675385.558754,0.377302203303681,-0.00017295943516440287,0.0
1769675385.5787694,0.3793237646926122,-0.000173363874776697,0.0
1769675385.5987275,0.38123973136526645,-0.0001733636992741537,0.0
1769675385.6187208,0.38315908645395014,-0.0001733635234612315,0.0
1769675385.6387062,0.38507768899862727,-0.00017336334771724234,0.0
1769675385.6586926,0.3869963836073052,-0.00017336317196482012,0.0
1769675385.6786819,0.38891536707998564,-0.00017336299618593795,0.0
1769675385.6986694,0.39083415999266446,-0.00017336282042451108,0.0
1769675385.7186604,0.39275329706534623,-0.00017336264463155916,0.0
1769675385.7386503,0.39467233881002717,-0.00017336246884733927,0.0
1769675385.7586358,0.3965909259947042,-0.00017336229310475708,0.0
1769675385.7786264,0.3985100414673858,-0.00017336211731378373,0.0
1769675385.7986329,0.4004306469560803,-0.0001733619413863249,0.0
1769675385.8186166,0.4024490216333572,-0.0001733617565032086,0.0
1769675385.8385952,0.40446685642536045,-0.00017376481389414072,0.0
1769675385.8585818,0.40648550556053176,-0.00017457133104562838,0.0
1769675385.8785677,0.4086040028169491,-0.00017584115704779308,0.0
1769675385.8985558,0.41072274079932036,-0.00017711112734095213,0.0
1769675385.9185464,0.41284174346364094,-0.00017838125628431503,0.0
1769675385.9385343,0.4149604478644228,-0.00017880412308913404,0.0
1769675385.9585218,0.4170791421949591,-0.00017838002805313803,0.0
1769675385.9785104,0.4190979818159558,-0.00017716888209613518,0.0
1769675385.9984946,0.4212163227433994,-0.00017547461806123122,0.0
1769675386.0184855,0.4231354437462586,-0.00017393969152903362,0.0
1769675386.038489,0.42505577214074214,-0.0001724037993164875,0.0
1769675386.0584667,0.42697362440799613,-0.0001708698875279876,0.0
1769675386.0784519,0.4288922016670245,-0.00016933539588594615,0.0
1769675386.0984423,0.4307113335452459,-0.0001678804413618237,0.0
1769675386.1184502,0.43263209474611475,-0.00016596023355012023,0.0
1769675386.1384335,0.4345504842681482,-0.0001640423967339495,0.0
1769675386.1584136,0.43646857273432943,-0.00016212486088689395,0.0
1769675386.178392,0.4383864922405936,-0.0001602074939510765,0.0
1769675386.1983812,0.4403054593943434,-0.00015828907966961047,0.0
1769675386.218373,0.44222467221197254,-0.0001563704197950431,0.0
1769675386.2383587,0.44414329837388977,-0.0001544523464071667,0.0
1769675386.2583494,0.44606240367157174,-0.00015253379402156903,0.0
1769675386.2783377,0.44798128788136227,-0.00015061546266016535,0.0
1769675386.298325,0.4499000798351981,-0.00014869722352813656,0.0
1769675386.3183155,0.4518191545088951,-0.0001467787017577008,0.0
1769675386.3383033,0.4537379894707098,-0.00014486041963008412,0.0
1769675386.3582897,0.4556566769765969,-0.00014294228491591162,0.0
1769675386.3782814,0.4575758714582351,-0.0001410236433720525,0.0
1769675386.3982666,0.459494451444175,-0.0001391056161468497,0.0
1769675386.418256,0.46141343395791723,-0.00013718718650981656,0.0
1769675386.4382417,0.4634319917495034,-0.00013516921028350315,0.0
1769675386.4582334,0.46545115348105487,-0.00013274708559900107,0.0
1769675386.4782274,0.46757051061058164,-0.00012978107305476407,0.0
1769675386.4982083,0.4696884769154868,-0.00012681700695136845,0.0
1769675386.5181963,0.4718072234856187,-0.0001238518488770077,0.0
1769675386.53819,0.47382656568442527,-0.00012102580591835603,0.0
1769675386.5581737,0.47584492264857114,-0.00011860468277723886,0.0
1769675386.5781682,0.47786435964474466,-0.00011658582372232225,0.0
1769675386.5981522,0.47988275296750893,-0.00011497157470211628,0.0
1769675386.6181371,0.48190124040154897,-0.00011376062711143251,0.0
1769675386.6381304,0.48392055532825046,-0.00011295274381107282,0.0
1769675386.658134,0.4859409176451304,-0.0001125483769441389,0.0
1769675386.6781158,0.4878591698858045,-0.00011254816622413497,0.0
1769675386.6981008,0.48977772327848124,-0.0001125479554710495,0.0
1769675386.7180808,0.49169580655915385,-0.00011254774476960581,0.0
1769675386.7380772,0.4935154777392056,-0.00011254754487873116,0.0
1769675386.7580605,0.4953339606958851,-0.0001121837142321093,0.0
1769675386.77805,0.4971529939114948,-0.00011145627005705445,0.0
1769675386.798035,0.49897162518043137,-0.00011036545346061184,0.0
1769675386.8180268,0.5007908909198349,-0.0001089106765522491,0.0
1769675386.838025,0.50261074173474,-0.00010709160805379081,0.0
1769675386.8580065,0.5044290465145638,-0.00010563771654893449,0.0
1769675386.8779898,0.5061675875098379,-0.00010459498768105811,0.0
1769675386.8979816,0.5079068886239535,-0.00010355180291489627,0.0
1769675386.917971,0.5096459418751207,-0.00010250876681008447,0.0
1769675386.9379575,0.5113847891973309,-0.00010146585421577303,0.0
1769675386.9579504,0.5131241570404325,-0.00010042262942740849,0.0
1769675386.9779346,0.5149427154184146,-9.933190834358296e-05,0.0
1769675386.997921,0.5168614068976504,-9.856456469344881e-05,0.0
1769675387.0179138,0.5186807691692099,-9.783694584410108e-05,0.0
1769675387.037914,0.5207007791981433,-9.743294230675022e-05,0.0
1769675387.057893,0.5227186655809708,-9.662578419731061e-05,0.0
1769675387.077877,0.5247370559541892,-9.541516869145189e-05,0.0
1769675387.0978653,0.5266559251493934,-9.388077697971234e-05,0.0
1769675387.1178718,0.5287766064503555,-9.218500958734929e-05,0.0
1769675387.137842,0.5307935938537398,-9.057215928876154e-05,0.0
1769675387.1578295,0.5328123300507399,-8.936105599819783e-05,0.0
1769675387.1778166,0.5349309699821829,-8.851348035975167e-05,0.0
1769675387.1978056,0.536949858284921,-8.770581100699893e-05,0.0
1769675387.2177994,0.5389692442148085,-8.649428754968121e-05,0.0
1769675387.2377815,0.5409874209934464,-8.487997661726205e-05,0.0
1769675387.2577708,0.5430063375368787,-8.286165466354075e-05,0.0
1769675387.2777586,0.5449251659329261,-8.05598309046135e-05,0.0
1769675387.2977588,0.5470451884444973,-7.80166549767153e-05,0.0
1769675387.3177338,0.5490626541838094,-7.64035022580545e-05,0.0
1769675387.3377242,0.5510817006528699,-7.51923885835848e-05,0.0
1769675387.3577132,0.5531005761287037,-7.43849621253158e-05,0.0
1769675387.377701,0.5552192839212896,-7.396111457166736e-05,0.0
1769675387.39769,0.5572381820411866,-7.35572339458547e-05,0.0
1769675387.4176779,0.5592569540930232,-7.274984434898364e-05,0.0
1769675387.4376645,0.5612755965621725,-7.15390233969226e-05,0.0
1769675387.4576554,0.5632946815328755,-6.992439116441382e-05,0.0
1769675387.477641,0.5652133076950174,-6.800654252440103e-05,0.0
1769675387.4976459,0.567133773984256,-6.608685450300198e-05,0.0
1769675387.5176244,0.5690517088507373,-6.416969687850267e-05,0.0
1769675387.5376208,0.571071333202064,-6.215089097876202e-05,0.0
1769675387.5576098,0.5730902274849077,-6.053651912627641e-05,0.0
1769675387.5775928,0.5752084262449483,-5.926614844454094e-05,0.0
1769675387.597582,0.5774272397285015,-5.7935434986049764e-05,0.0
1769675387.6175737,0.5795463612180772,-5.7088108851910646e-05,0.0
1769675387.6375582,0.5814648685307535,-5.708808287532221e-05,0.0
1769675387.657547,0.5833837904674335,-5.708805689311977e-05,0.0
1769675387.6775353,0.5853026540361129,-5.7088030911707635e-05,0.0
1769675387.697532,0.5870423757080494,-5.778348414964759e-05,0.0
1769675387.7175088,0.5889601485634894,-5.8550113296978136e-05,0.0
1769675387.7375004,0.5907793885311928,-5.927735395077814e-05,0.0
1769675387.7574892,0.5925184143074305,-5.962486903338442e-05,0.0
1769675387.777477,0.5944372440457549,-5.924121273111367e-05,0.0
1769675387.7974668,0.5963562550320773,-5.8857520189600165e-05,0.0
1769675387.8174534,0.5980950831442865,-5.8509853926934716e-05,0.0
1769675387.8374524,0.6001149796294306,-5.729857545432751e-05,0.0
1769675387.8574312,0.6022327477112694,-5.6452138045483675e-05,0.0
1769675387.8774133,0.6039711887952464,-5.6451955891630964e-05,0.0
1769675387.8974178,0.605991647951164,-5.564428455232833e-05,0.0
1769675387.917395,0.6081092397759332,-5.5221399457040286e-05,0.0
1769675387.9373887,0.6100286133542893,-5.5604976071333837e-05,0.0
