timestamp,x,y,z
1769677607.5770986,0.0,0.0,0.0
1769677607.5970666,0.0,0.0,0.0
1769677607.6170633,0.0,0.0,0.0
1769677607.6370478,0.0,0.0,0.0
1769677607.6570601,0.0,0.0,0.0
1769677607.6770387,0.0,0.0,0.0
1769677607.697014,0.0,0.0,0.0
1769677607.717002,0.0,0.0,0.0
1769677607.7369888,0.0,0.0,0.0
1769677607.7569757,0.0,0.0,0.0
1769677607.7769659,0.0,0.0,0.0
1769677607.7969553,0.0,0.0,0.0
1769677607.8169465,0.0,0.0,0.0
1769677607.8369367,0.0,0.0,0.0
1769677607.8569226,0.0,0.0,0.0
1769677607.8769293,0.0,0.0,0.0
1769677607.8969045,0.0,0.0,0.0
1769677607.9168866,0.0,0.0,0.0
1769677607.9368742,0.0,0.0,0.0
1769677607.956863,0.0,0.0,0.0
1769677607.976857,0.0,0.0,0.0
1769677607.9968438,0.0,0.0,0.0
1769677608.0168335,0.0,0.0,0.0
1769677608.0368147,0.0,0.0,0.0
1769677608.056802,0.0,0.0,0.0
1769677608.0767946,0.0,0.0,0.0
1769677608.0967803,0.0,0.0,0.0
1769677608.1167674,0.0,0.0,0.0
1769677608.136769,0.0,0.0,0.0
1769677608.1567478,0.0,0.0,0.0
1769677608.1767373,0.0,0.0,0.0
1769677608.1967247,0.0,0.0,0.0
1769677608.2167113,0.0,0.0,0.0
1769677608.2366982,0.0,0.0,0.0
1769677608.2566917,0.0,0.0,0.0
1769677608.2766802,0.0,0.0,0.0
1769677608.2966628,0.0,0.0,0.0
1769677608.3166504,0.0,0.0,0.0
1769677608.3366416,0.0,0.0,0.0
1769677608.3566303,0.0,0.0,0.0
1769677608.3766215,0.0,0.0,0.0
1769677608.3966072,0.0,0.0,0.0
1769677608.4165974,0.0,0.0,0.0
1769677608.4365845,0.0,0.0,0.0
1769677608.4565706,0.0,0.0,0.0
1769677608.4765642,0.0,0.0,0.0
1769677608.496552,0.0,0.0,0.0
1769677608.5165367,0.0,0.0,0.0
1769677608.5365276,0.0,0.0,0.0
1769677608.556531,0.0,0.0,0.0
1769677608.5765164,0.0,0.0,0.0
1769677608.5964928,0.0,0.0,0.0
1769677608.6164818,0.0,0.0,0.0
1769677608.636468,0.0,0.0,0.0
1769677608.6564736,0.0,0.0,0.0
