timestamp,state,loop_count,v_x,v_y,v_z,v_yaw,w_x,w_y,w_z,w_yaw
1770007721.6489692,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236309316264222,0.0,0.0,0.0,0.0
1770007721.6823115,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236483164749257,0.0,0.0,0.0,0.0
1770007721.715654,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423720924605829,0.0,0.0,0.0,0.0
1770007721.748996,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236289134205767,0.0,0.0,0.0,0.0
1770007721.7823384,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236398415443975,0.0,0.0,0.0,0.0
1770007721.8156807,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024235917274750512,0.0,0.0,0.0,0.0
1770007721.8490229,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.00242355539056534,0.0,0.0,0.0,0.0
1770007721.8823655,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423558198582759,0.0,0.0,0.0,0.0
1770007721.9157076,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423536276285506,0.0,0.0,0.0,0.0
1770007721.9490502,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024235260998354963,0.0,0.0,0.0,0.0
1770007721.9823914,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423510035334317,0.0,0.0,0.0,0.0
1770007722.0157337,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024234797897557093,0.0,0.0,0.0,0.0
1770007722.0490763,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236465391468424,0.0,0.0,0.0,0.0
1770007722.0824184,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236251749380684,0.0,0.0,0.0,0.0
1770007722.1157606,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024236292842714177,0.0,0.0,0.0,0.0
1770007722.1491034,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423551058908181,0.0,0.0,0.0,0.0
1770007722.1824455,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423510025482692,0.0,0.0,0.0,0.0
1770007722.2157881,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024234701717516533,0.0,0.0,0.0,0.0
1770007722.2491305,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024234521962565618,0.0,0.0,0.0,0.0
1770007722.2824728,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423484199665975,0.0,0.0,0.0,0.0
1770007722.3158152,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024234858467972304,0.0,0.0,0.0,0.0
1770007722.3491569,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.0024234471511468407,0.0,0.0,0.0,0.0
1770007722.3824987,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423485880493851,0.0,0.0,0.0,0.0
1770007722.4158394,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423431635334176,0.0,0.0,0.0,0.0
1770007722.4491816,INIT,0,-0.000411607907153666,0.006691041402518749,0.0039460314437747,-0.002423408775152223,0.0,0.0,0.0,0.0
