timestamp,w_x,w_y,w_z,w_yaw,v_x,v_y,v_z,v_yaw
1770092975.9324942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770092975.9524817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770092975.9724667,0.0,0.0,0.0,0.0,0.9561403393745422,0.5923305749893188,-0.19506722688674927,0.0630108133647247
1770092975.9924579,0.0,0.0,0.0,0.0,0.9561403393745422,0.5923305749893188,-0.19506722688674927,0.06301079628030717
1770092976.0124438,0.0,0.0,0.0,0.0,0.9561403393745422,0.5923305749893188,-0.19506722688674927,0.06301079628030717
1770092976.032434,0.0,0.0,0.0,0.0,0.9561403393745422,0.5923305749893188,-0.19506722688674927,0.06301081136429033
1770092976.0524309,0.0,0.0,0.0,0.0,0.9561403393745422,0.5923305749893188,-0.19506722688674927,0.06301081136429033
1770092976.0723963,0.0,0.0,0.0,0.0,0.9561734795570374,0.5922763347625732,-0.19471780955791473,0.0630426738661803
1770092976.0924056,0.0,0.0,0.0,0.0,0.9561734795570374,0.5922763347625732,-0.19471780955791473,0.0630426738661803
1770092976.11237,0.0,0.0,0.0,0.0,0.9561411142349243,0.5922568440437317,-0.19448210299015045,0.0630655789344865
1770092976.1323752,0.0,0.0,0.0,0.0,0.9562001824378967,0.5922120213508606,-0.19418758153915405,0.06308151047723831
1770092976.1523678,0.0,0.0,0.0,0.0,0.9562001824378967,0.5922120213508606,-0.19418758153915405,0.06308151047723831
1770092976.172332,0.0,0.0,0.0,0.0,0.9563582539558411,0.592346727848053,-0.19407325983047485,0.06308759421396583
1770092976.1923347,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309381051854401
1770092976.2123082,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309381051854401
1770092976.2323165,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309381065201389
1770092976.2523067,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309381065201389
1770092976.2722843,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309380316348655
1770092976.2922773,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309394875419133
1770092976.3122559,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309394875419133
1770092976.3322506,0.0,0.0,0.0,0.0,0.9564881920814514,0.5924224257469177,-0.19403138756752014,0.06309396385630792
