timestamp,vslam_x,vslam_y,vslam_yaw,wheel_x,wheel_y,wheel_yaw
1769678087.5262308,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.559568,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.5928805,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.6261685,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.6594326,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.6926723,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.7258875,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.7590785,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.792245,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.825387,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.8585048,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.8915968,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.9246662,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.9577105,0.0,0.0,0.0,0.0,0.0,0.0
1769678087.990731,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.023727,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.0566983,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.0896456,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.1225684,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.1554668,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.1883407,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.2211907,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.2540157,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.2868168,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.3195925,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.3523448,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.3850727,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.417776,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.4504552,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.4831102,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.5157483,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.5491102,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.5824702,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.6158276,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.6491826,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.682535,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.7158852,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.7492316,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.7825768,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.8159196,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.8492603,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.8825984,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.9159343,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.9492674,0.0,0.0,0.0,0.0,0.0,0.0
1769678088.982598,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.0159266,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.0492525,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.082576,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.1158974,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.1492162,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.1825325,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.2158456,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.2491572,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.2824667,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.3157735,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.3490777,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.3823795,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.4156792,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.4489768,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.4822712,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.515565,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.5488186,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.5820682,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.615313,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.648553,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.6817892,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.7150214,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.7482488,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.781472,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.8146906,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.847905,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.881115,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.9143207,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.9475217,0.0,0.0,0.0,0.0,0.0,0.0
1769678089.9807186,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.0139108,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.0470986,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.0802813,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.1134605,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.1466353,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.1798055,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.2129714,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.246133,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.2792902,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.3124428,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.345591,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.378735,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.4118748,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.4450097,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.4781404,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.5112689,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.5446117,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.5779557,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.6113005,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.6446452,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.67799,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.7113352,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.744681,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.7780268,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.811373,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.8447194,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.878066,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.9114132,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.9447606,0.0,0.0,0.0,0.0,0.0,0.0
1769678090.9781072,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.011455,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.0448034,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.078152,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.1115005,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.1448498,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.178199,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.2115486,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.2448986,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.2782488,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.3115993,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.3449502,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.3783011,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.4116518,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.4450035,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.4783554,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.5117073,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.5450377,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.5784066,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.6117764,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.6451466,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.678518,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.7118902,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.7452629,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.7786367,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.8120112,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.8453867,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.8787618,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.912139,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.9455166,0.0,0.0,0.0,0.0,0.0,0.0
1769678091.9788954,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.0122747,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.045655,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.0790362,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.112418,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.1458006,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.1791844,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.2125688,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.245954,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.27934,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.3127258,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.3461134,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.379502,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.4128914,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.4462814,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.4796724,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.5130641,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.5464563,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.5797954,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.6131346,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.6464736,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.6798127,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.7131515,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.7464893,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.7798283,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.813167,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.8465056,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.8798444,0.0,0.0,0.0,0.0,0.0,0.0
1769678092.9131832,-2.4655416837049415e-06,-0.000552898331079632,-0.0009803888771592344,0.0,0.0,0.0
1769678092.9465215,-2.4655416837049415e-06,-0.000552898331079632,-0.0009804333477767546,-1.3300160551198148e-07,-1.598576680168945e-08,-0.0007993118421339877
1769678092.9798603,-2.4655416837049415e-06,-0.000552898331079632,-0.0009804099483005345,0.00015978899419096397,-1.9176661600607297e-07,-0.0019987275053249577
1769678093.0131989,8.848743163980544e-05,-0.0007313545793294907,-0.0017532504517665498,0.00041964750414573676,-8.190609595664069e-07,-0.00299835509298154
1769678093.0465372,8.848743163980544e-05,-0.0007313545793294907,-0.0017532211692856754,0.0003397257276046958,-5.794263757183993e-07,-0.0031981604185155423
1769678093.0798755,0.0001334088301518932,-0.0006062205065973103,-0.003448229233091082,0.00025978044865857474,-3.237476772316198e-07,-0.003797698635114819
1769678093.113214,0.00026073772460222244,-0.0007141120149753988,-0.004436345720281212,0.00017978951359331655,1.2027816835863548e-08,-0.004797581922765685
1769678093.146552,0.0001121145614888519,-0.0008880847017280757,-0.006218385141300967,0.00017978951359331655,1.2027816835863548e-08,-0.005197101053835737
1769678093.1798904,0.0004962512175552547,-0.00138465641066432,-0.008066428319513775,0.00025979441292069713,-4.037694733193393e-07,-0.006996341990875255
1769678093.2132275,0.0005574963870458305,-0.0022459467872977257,-0.010296071102532247,0.0001798528576851385,1.555381122328012e-07,-0.009195433628948323
1769678093.2465656,0.0006868555210530758,-0.002881607273593545,-0.01258725839596392,0.00025979311764888464,-5.795679618711399e-07,-0.01059444726490459
1769678093.2799037,0.0008742500795051455,-0.003281449666246772,-0.014956153171914167,0.00017987846021422628,3.6299237117395147e-07,-0.01319264325404613
1769678093.313242,0.0008836639462970197,-0.003754738485440612,-0.017754737375362054,0.00035976247430283444,-2.010290942093273e-06,-0.016392382942526373
1769678093.3465798,0.0012956777354702353,-0.00430646538734436,-0.020410925017972936,0.00035976247430283444,-2.010290942093273e-06,-0.017990223946811844
1769678093.379918,0.0012513725087046623,-0.004942402243614197,-0.02304819468439272,0.0005195638136969291,-4.997242176501943e-06,-0.021186645534188295
1769678093.413256,0.0015235788887366652,-0.005454888101667166,-0.0259867347585596,0.0005194873949964015,-5.107655022838333e-06,-0.024386561451646464
1769678093.4465938,0.0015817353269085288,-0.005968164652585983,-0.02904964575676274,0.0005194873949964015,-5.107655022838333e-06,-0.0259849630159194
1769678093.4799314,0.0019880200270563364,-0.006333283148705959,-0.031955798555644226,0.0003387665759512046,-4.105739911227894e-07,-0.029580662150378696
1769678093.5132692,0.0022088156547397375,-0.006874317303299904,-0.03517050596087947,0.0003387665759512046,-4.105739911227894e-07,-0.03318491898439577
1769678093.5466068,0.0023925311397761106,-0.007217968348413706,-0.03811555799883857,0.0003387665759512046,-4.105739911227894e-07,-0.03518232581415944
