timestamp,state,loop_count,v_x,v_y,v_z,v_yaw,w_x,w_y,w_z,w_yaw,cmd_linear_x,cmd_angular_z
1771402342.5433705,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771402342.612074,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771402342.7504518,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771402342.8194435,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771402342.8885343,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771402342.9570906,INIT,0,-0.00015395789523608983,4.798787631443702e-05,5.901133772567846e-05,2.8386360663183786e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.0255728,INIT,0,-0.00015395789523608983,4.798787631443702e-05,5.901133772567846e-05,2.8369138167672615e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.0939825,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,5.004863029066282e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.162259,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,5.004185968876676e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.2302482,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,5.000390904469573e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.298112,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.995324979977016e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.3658726,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.973804506586045e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.4335105,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.966235911687853e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.501029,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.949143979566343e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.5685008,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.942867462066395e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.635727,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.9462620526231556e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.7028203,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.951851212326291e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.7697294,INIT,0,-0.0002352653827983886,3.4287360904272646e-05,8.135542884701863e-05,4.947425945254553e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.8365078,INIT,0,-0.00028774948441423476,6.458553252741694e-05,0.00013720050628762692,6.281682495627143e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.9031472,INIT,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.471240583001682e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402343.969807,INIT,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.472339073892405e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402344.0363436,INIT,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.471058074546114e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402344.10284,INIT,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.472369264258773e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402344.1692202,INIT,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.47002472974229e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402344.2354815,INIT,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.465186027375744e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402344.301627,MOVING_FORWARD,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.461585631998259e-05,0.0,0.0,0.0,0.0,0.0,0.0
1771402344.3676546,MOVING_FORWARD,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.451544123586947e-05,0.0,0.0,0.0,0.0,0.1,0.0
1771402344.4335637,MOVING_FORWARD,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.451975134067024e-05,0.0,0.0,0.0,0.0,0.1,0.0
1771402344.4993565,MOVING_FORWARD,0,-0.0003450629592407495,9.790674084797502e-05,0.00020980258705094457,7.451639416613603e-05,7.99299197964673e-05,0.0,0.0,-0.0001998247855335679,0.1,0.0
1771402344.5650306,MOVING_FORWARD,0,3.342411946505308e-05,0.00033556914422661066,0.0004225181182846427,9.555366812196922e-05,0.0006197017509089672,-2.756895604203758e-07,0.0,-0.0009994327476609368,0.1,0.0
1771402344.6305885,MOVING_FORWARD,0,0.004440341144800186,0.00017711895634420216,0.00036071057547815144,0.0001513008554376685,0.0038540682967269724,-4.730605486183129e-06,0.0,-0.0016083893040496969,0.1,0.0
1771402344.696028,MOVING_FORWARD,0,0.010006152093410492,6.609869160456583e-05,0.0005252882256172597,-0.0003059503402639574,0.008408842446937107,-1.1424192638477375e-05,0.0,-0.0016783693024855222,0.1,0.0
1771402344.7613506,MOVING_FORWARD,0,0.015612196177244186,-9.422732546227053e-05,0.000671347719617188,-0.00027383686427258363,0.01458648109239544,-2.4143665088614756e-05,0.0,-0.0024164074359890836,0.1,0.0
1771402344.8265548,MOVING_FORWARD,0,0.021616946905851364,-0.000318703125230968,0.0007655745721422136,-0.00017393784418727728,0.019874731288129735,-3.478721564831151e-05,0.0,-0.0012007152031619237,0.1,0.0
1771402344.8916428,MOVING_FORWARD,0,0.02787724882364273,-0.0007074582390487194,0.0008228369406424463,-9.137960802805147e-05,0.025488998841144885,-4.0823386980068905e-05,0.0,-0.0010252376970841515,0.1,0.0
1771402344.956612,MOVING_FORWARD,0,0.03444182500243187,-0.001134396530687809,0.0010665684239938855,-6.112968398948856e-05,0.032986730709836834,-4.851034702776745e-05,0.0,-0.0010252376970841515,0.1,0.0
1771402345.02147,MOVING_FORWARD,0,0.04101976379752159,-0.001393395010381937,0.0012566561345010996,-8.628572995715695e-05,0.04116040878704132,-5.937038580161736e-05,0.0,-0.002024540524747993,0.1,0.0
1771402345.0881956,MOVING_FORWARD,0,0.047612737864255905,-0.0015904303872957826,0.001391323166899383,-0.0001282793108770235,0.04550771391598053,-6.906175420172438e-05,0.0,-0.0026576312305973122,0.1,0.0
1771402345.1549125,MOVING_FORWARD,0,0.05404846742749214,-0.0016442988999187946,0.0014532152563333511,-0.0001776192662063484,0.05319006168246071,-9.130253421614064e-05,0.0,-0.003037333972110295,0.1,0.0
1771402345.2216194,MOVING_FORWARD,0,0.060617536306381226,-0.0016122757224366069,0.0015011342475190759,-0.00016795204619002877,0.05893622457098785,-0.00010875560363727849,0.0,-0.003037333972110295,0.1,0.0
