timestamp,state,loop_count,v_x,v_y,v_z,v_yaw,w_x,w_y,w_z,w_yaw
1770084048.9102955,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.2770631,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.310406,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.343748,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.377091,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.4104338,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.4437768,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.47712,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.5104632,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.5438066,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.5771496,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.610493,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.6438363,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.6771793,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.710523,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.7438664,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.777209,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.8105526,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.8438964,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.877236,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.9105756,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.9439638,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084049.9773521,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.0107415,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.0441315,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.0775223,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.1109135,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.144306,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.1776989,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.2110922,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.2444856,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.2778807,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.3112764,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.344673,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.3780704,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.4114683,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.444867,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.4782665,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.511666,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.5450673,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.5784688,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.611871,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.6452742,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.6786768,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.7120814,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.7454863,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.7788923,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.8122988,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.8457062,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.8791142,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.9125226,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.9458528,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084050.9791825,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.0125122,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.0458417,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.0791707,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.1124988,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.1458273,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.1791558,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.212484,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770084051.2458117,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,7.996403179808753e-05,0.0,0.0,0.00019991006553166175
1770084051.2791393,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.00015996978999948059,1.599395657801178e-08,0.0,0.00039992445106099174
1770084051.3124666,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0006190949359785978,2.754476898651782e-07,0.0,0.0005999689265896492
1770084051.345794,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.00175899435803619,1.0913279348477978e-06,0.0,0.0005999606065898351
1770084051.3791208,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.0025184980309215094,1.5470002738127838e-06,0.0,0.0005999606065898351
1770084051.4124472,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.004737155324720293,2.87810740932715e-06,0.0,0.0007995343521290142
1770084051.4457736,MOVING_FORWARD,0,0.0,0.0,0.0,0.0,0.007134994768691087,4.7952628241889285e-06,0.0,0.0009991279376677497
1770084051.4791,MOVING_FORWARD,0,0.011460656300187111,-0.0006539346068166196,-0.0011977448593825102,-1.9734470250250385e-05,0.010216841136754341,7.874422654718124e-06,0.0,0.0009991279376677497
1770084051.5124257,MOVING_FORWARD,0,0.011460656300187111,-0.0006539346068166196,-0.0011977448593825102,-1.965453789353291e-05,0.011850844444310593,9.50700155278336e-06,0.0,0.0007998591521217543
1770084051.5457513,MOVING_FORWARD,0,0.011460656300187111,-0.0006539346068166196,-0.0011977448593825102,-1.9698443785850092e-05,0.015032342194333992,1.1743527075242419e-05,0.0,0.0005991436366080957
1770084051.5790756,MOVING_FORWARD,0,0.011460656300187111,-0.0006539346068166196,-0.0011977448593825102,-1.969713431211068e-05,0.016572681864517207,1.2666411897277982e-05,0.0,0.0005991436366080957
1770084051.6124005,MOVING_FORWARD,0,0.022688861936330795,-0.0008053989731706679,-0.0022043269127607346,-0.0002441442880981549,0.019746319663499615,1.4567877016962164e-05,0.0,0.0007977352921692261
1770084051.6457257,MOVING_FORWARD,0,0.022688861936330795,-0.0008053989731706679,-0.0022043269127607346,-0.00024414827128727955,0.023485122396967553,1.7934229180277418e-05,0.0,0.00099789624769528
1770084051.6790502,MOVING_FORWARD,0,0.022688861936330795,-0.0008053989731706679,-0.0022043269127607346,-0.0002442372299387128,0.027323227975342052,2.1764261606507236e-05,0.0,0.00099789624769528
1770084051.7123744,MOVING_FORWARD,0,0.022688861936330795,-0.0008053989731706679,-0.0022043269127607346,-0.00024429634443893497,0.02924286146824522,2.367985730187363e-05,0.0,0.00099789624769528
1770084051.7456985,MOVING_FORWARD,0,0.03515099361538887,-0.0010524459648877382,-0.003319634823128581,-0.00020461126649140617,0.033079606151285475,2.750853169530513e-05,0.0,0.00099789624769528
1770084051.7790222,MOVING_FORWARD,0,0.03515099361538887,-0.0010524459648877382,-0.003319634823128581,-0.00020460469757171967,0.03499745471706184,2.9422346217998048e-05,0.0,0.00099789624769528
1770084051.8123457,MOVING_FORWARD,0,0.03515099361538887,-0.0010524459648877382,-0.003319634823128581,-0.0002045888307080118,0.0388353269195505,3.3252145759229786e-05,0.0,0.00099789624769528
1770084051.8456693,MOVING_FORWARD,0,0.03515099361538887,-0.0010524459648877382,-0.003319634823128581,-0.0002045622717665563,0.04287343772197441,3.6878140303938635e-05,0.0,0.0005980831566317991
1770084051.8789923,MOVING_FORWARD,0,0.04764930158853531,-0.0005083116120658815,-0.0045049297623336315,-3.333923776538887e-05,0.04691291365632968,3.889018777125248e-05,0.0,0.0001981350155713369
1770084051.9123154,MOVING_FORWARD,0,0.04764930158853531,-0.0005083116120658815,-0.0045049297623336315,-3.3322940068846426e-05,0.04902942650779242,3.93095430835216e-05,0.0,0.0001981350155713369
1770084051.9456491,MOVING_FORWARD,0,0.04764930158853531,-0.0005083116120658815,-0.0045049297623336315,-3.33638834466886e-05,0.053168815298465705,3.9705815761478245e-05,0.0,-1.9404899566269173e-06
1770084051.978983,MOVING_FORWARD,0,0.04764930158853531,-0.0005083116120658815,-0.0045049297623336315,-3.33458066039702e-05,0.055286830953451195,3.9701705773371764e-05,0.0,-1.9404899566269173e-06
1770084052.0123153,MOVING_FORWARD,0,0.059948813170194626,0.0009152542916126549,-0.005702660419046879,-0.00021104671368344397,0.05962307210656656,4.0116530380033715e-05,0.0,0.00019814717557106514
1770084052.0456486,MOVING_FORWARD,0,0.059948813170194626,0.0009152542916126549,-0.005702660419046879,-0.00021107355823768545,0.06376371375953972,4.174520073365415e-05,0.0,0.0007984114721541121
1770084052.0789819,MOVING_FORWARD,0,0.059948813170194626,0.0009152542916126549,-0.005702660419046879,-0.00021108151921417288,0.06578054895793609,4.335546543565829e-05,0.0,0.0009980981776907666
1770084052.112315,MOVING_FORWARD,0,0.059948813170194626,0.0009152542916126549,-0.005702660419046879,-0.0002110656795117082,0.06961813843978969,4.718575777613408e-05,0.0,0.0009980981776907666
1770084052.1456475,MOVING_FORWARD,0,0.07183767855167389,0.001425095135346055,-0.007290991488844156,-0.00034869314172155074,0.07345787534459233,5.101819345625377e-05,0.0,0.0009980981776907666
1770084052.1789804,MOVING_FORWARD,0,0.07183767855167389,0.001425095135346055,-0.007290991488844156,-0.00034868145750114763,0.07537456576654901,5.293123930886485e-05,0.0,0.0009980981776907666
1770084052.2123134,MOVING_FORWARD,0,0.07183767855167389,0.001425095135346055,-0.007290991488844156,-0.0003487166727585632,0.07931254791154796,5.6478157406523366e-05,0.0,0.0007978972321656064
1770084052.2456458,MOVING_FORWARD,0,0.08081229031085968,0.001264029648154974,-0.008543668314814568,-0.00043539744144462333,0.08133376580252963,5.809088190958289e-05,0.0,0.0005977765966386511
1770084052.278978,MOVING_FORWARD,0,0.08081229031085968,0.001264029648154974,-0.008543668314814568,-0.0004355030527287945,0.08527000153200862,6.006061743669332e-05,0.0,0.00039784509110746865
1770084052.3123102,MOVING_FORWARD,0,0.08081229031085968,0.001264029648154974,-0.008543668314814568,-0.0004354933734360126,0.08910727927768,6.158725963157062e-05,0.0,0.00039784509110746865
1770084052.3456423,MOVING_FORWARD,0,0.09000015258789062,0.0009208566625602543,-0.009396403096616268,-0.0003934433000274389,0.09112614152420039,6.239045410834768e-05,0.0,0.0001979577355752993
1770084052.3789742,MOVING_FORWARD,0,0.09000015258789062,0.0009208566625602543,-0.009396403096616268,-0.0003934032731246715,0.09496473738635475,6.315033386293433e-05,0.0,0.0001979577355752993
1770084052.4123058,MOVING_FORWARD,0,0.09000015258789062,0.0009208566625602543,-0.009396403096616268,-0.0003934482625123468,0.09890318277778049,6.354628988643677e-05,0.0,-2.0358599544953936e-06
1770084052.4456363,MOVING_FORWARD,0,0.09931860864162445,0.0003970371908508241,-0.010711738839745522,-0.0006498026409666981,0.10082107530644749,6.354238532584063e-05,0.0,-2.0358599544953936e-06
1770084052.4789681,MOVING_FORWARD,0,0.09931860864162445,0.0003970371908508241,-0.010711738839745522,-0.0006498095205515992,0.10485826982950128,6.393760520543192e-05,0.0,-1.9110599572849077e-06
1770084052.5122993,MOVING_FORWARD,0,0.09931860864162445,0.0003970371908508241,-0.010711738839745522,-0.0006498057076377841,0.1088963080054997,6.43334958535296e-05,0.0,0.0003978946811063602
1770084052.5456307,MOVING_FORWARD,0,0.10886683315038681,0.00018246102263219655,-0.012125487439334393,-0.0007754251910030837,0.11101555807471457,6.517673422850504e-05,0.0,0.0003978946811063602
1770084052.5789616,MOVING_FORWARD,0,0.10886683315038681,0.00018246102263219655,-0.012125487439334393,-0.0007752910539578066,0.1171721822559909,6.641603727332887e-05,0.0,-1.8176199593734562e-06
1770084052.6122925,MOVING_FORWARD,0,0.10886683315038681,0.00018246102263219655,-0.012125487439334393,-0.0007752882428625306,0.1191916327853019,6.641236667973982e-05,0.0,-0.00020176320549024124
1770084052.6456232,MOVING_FORWARD,0,0.11833103746175766,0.00024242469226010144,-0.01337775494903326,-0.000810065366439527,0.12110954063493554,6.602540343891196e-05,0.0,-0.00020176320549024124
1770084052.678954,MOVING_FORWARD,0,0.11833103746175766,0.00024242469226010144,-0.01337775494903326,-0.0008100786383334324,0.1270674969005567,6.684199469884393e-05,0.0,0.000597995466633759
1770084052.7122843,MOVING_FORWARD,0,0.11833103746175766,0.00024242469226010144,-0.01337775494903326,-0.000810257287933435,0.12908555730899482,6.804878581833194e-05,0.0,0.0007978034521677025
1770084052.7456148,MOVING_FORWARD,0,0.12764288485050201,0.0003526336222421378,-0.014766925945878029,-0.0009073168121059011,0.13110270601228102,6.96580743587815e-05,0.0,0.0009975211977036628
1770084052.7789447,MOVING_FORWARD,0,0.12764288485050201,0.0003526336222421378,-0.014766925945878029,-0.0009072930681706796,0.13686064783761406,7.540174528977299e-05,0.0,0.0009975211977036628
1770084052.812275,MOVING_FORWARD,0,0.12764288485050201,0.0003526336222421378,-0.014766925945878029,-0.0009072947339537821,0.13878036725119353,7.731670673362166e-05,0.0,0.0009975211977036628
1770084052.845605,MOVING_FORWARD,0,0.13670451939105988,0.0010303966701030731,-0.015884151682257652,-0.001039944209984518,0.1406973894500915,7.922897764775837e-05,0.0,0.0009975211977036628
1770084052.8789346,MOVING_FORWARD,0,0.13670451939105988,0.0010303966701030731,-0.015884151682257652,-0.001039960855344569,0.14645583815517677,8.497315420221508e-05,0.0,0.0009975211977036628
1770084052.9122632,MOVING_FORWARD,0,0.14281624555587769,0.001127942930907011,-0.016717752441763878,-0.0012255116611435642,0.14837468204918422,8.6887242296442e-05,0.0,0.0009975211977036628
1770084052.9456007,MOVING_FORWARD,0,0.14281624555587769,0.001127942930907011,-0.016717752441763878,-0.0012255551264401111,0.15221213031731623,9.071517955865609e-05,0.0,0.0009975211977036628
1770084052.9789383,MOVING_FORWARD,0,0.14901264011859894,0.0009778037201613188,-0.01759088970720768,-0.001148803668052572,0.15413168691497528,9.262997859011896e-05,0.0,0.0009975211977036628
1770084053.0122762,MOVING_FORWARD,0,0.14901264011859894,0.0009778037201613188,-0.01759088970720768,-0.0011488281469154045,0.15806819473442613,9.655672988738354e-05,0.0,0.0007976447321712502
1770084053.0456135,MOVING_FORWARD,0,0.15525883436203003,0.0009689459693618119,-0.018606919795274734,-0.001125835581339613,0.16008638737367198,9.816653095598988e-05,0.0,0.0005978236266375999
1770084053.078951,MOVING_FORWARD,0,0.15525883436203003,0.0009689459693618119,-0.018606919795274734,-0.0011258733441487567,0.16634432902127227,0.00010021291873240405,0.0,-0.000401784311019421
1770084053.1122882,MOVING_FORWARD,0,0.1615152359008789,0.0007768847281113267,-0.019682452082633972,-0.00112151066505721,0.16836296815562327,9.94018611549688e-05,0.0,-0.0006016495765520842
1770084053.1456258,MOVING_FORWARD,0,0.1615152359008789,0.0007768847281113267,-0.019682452082633972,-0.0011214077365506757,0.1724007274053185,9.656899279036493e-05,0.0,-0.0010014277976163445
1770084053.178963,MOVING_FORWARD,0,0.16742315888404846,0.0013870368711650372,-0.020805101841688156,-0.0011727815542638407,0.17623781306664565,9.272642726276135e-05,0.0,-0.0010014277976163445
