timestamp,w_x,w_y,w_z,w_yaw,v_x,v_y,v_z,v_yaw
1770090864.9452512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090864.9652295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090864.9852235,0.0,0.0,0.0,0.0,0.01965835504233837,-0.04001720994710922,0.017250793054699898,0.0016562542996804229
1770090865.0052073,0.0,0.0,0.0,0.0,0.01974056102335453,-0.0402504988014698,0.017150992527604103,0.0017265648104658035
1770090865.025221,0.0,0.0,0.0,0.0,0.01974056102335453,-0.0402504988014698,0.017150992527604103,0.0017265648104658035
1770090865.0452096,0.0,0.0,0.0,0.0,0.019976122304797173,-0.04050882160663605,0.0170266292989254,0.001796048064885945
1770090865.0651946,0.0,0.0,0.0,0.0,0.019976122304797173,-0.04050882160663605,0.0170266292989254,0.001796048064885945
1770090865.0851965,0.0,0.0,0.0,0.0,0.020141633227467537,-0.040772583335638046,0.01687720976769924,0.0018659072744618861
1770090865.105184,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.001915964694797079
1770090865.125142,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.001915964694797079
1770090865.1451347,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160125710588267
1770090865.1651301,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160125710588267
1770090865.1851087,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019161035052489255
1770090865.2050917,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160950898597482
1770090865.2250867,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160950898597482
1770090865.2450845,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160950898597482
1770090865.265082,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.001916135981208222
1770090865.2850518,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160884532621277
1770090865.3250563,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160884532621277
1770090865.3450396,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160679449031115
1770090865.3650203,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160747564233235
1770090865.385004,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019160966110209187
1770090865.4049866,0.0,0.0,0.0,0.0,0.020326582714915276,-0.040984295308589935,0.01675545983016491,0.0019161302239935115
1770090865.4249585,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.001924930707126367
1770090865.4449642,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248511467584752
1770090865.46496,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248652478800047
1770090865.4849343,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248082965450564
1770090865.5049295,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248299112339983
1770090865.524913,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248299112339983
1770090865.5449114,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248299112339983
1770090865.564905,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248299112339983
1770090865.5848813,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.0019248299112339983
1770090865.604862,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.001924892844999299
1770090865.624867,0.0,0.0,0.0,0.0,0.020293427631258965,-0.04090473800897598,0.01691323146224022,0.001924892844999299
1770090865.6448472,0.0,0.0,0.0,0.0,0.020446987822651863,-0.040839437395334244,0.016917822882533073,0.0019405084226296592
1770090865.664845,0.0,0.0,0.0,0.0,0.020446987822651863,-0.040839437395334244,0.016917822882533073,0.0019405084226296592
1770090865.6848197,0.0,0.0,0.0,0.0,0.020668253302574158,-0.04073917493224144,0.01690690405666828,0.0019522655684123542
1770090865.7048023,0.0,0.0,0.0,0.0,0.020812397822737694,-0.040683068335056305,0.016870778053998947,0.0019744805735738514
1770090865.7248075,0.0,0.0,0.0,0.0,0.020812397822737694,-0.040683068335056305,0.016870778053998947,0.0019744805735738514
1770090865.7448027,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.001994247494989338
1770090865.7647908,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.001994247494989338
1770090865.7847643,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.0019942523438396015
1770090865.804747,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.0019942170200366216
1770090865.8247313,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.0019942170200366216
1770090865.8447285,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.001994223184122521
1770090865.8647301,0.0,0.0,0.0,0.0,0.020871639251708984,-0.04059084504842758,0.016865868121385574,0.001994223184122521
