timestamp,state,loop_count,v_x,v_y,v_z,v_yaw,w_x,w_y,w_z,w_yaw
1770090464.328419,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037561306408188705,0.0,0.0,0.0,0.0
1770090464.361674,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037560685477820996,0.0,0.0,0.0,0.0
1770090464.3949246,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037560011923132718,0.0,0.0,0.0,0.0
1770090464.428171,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037560044321444533,0.0,0.0,0.0,0.0
1770090464.461413,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037559967955240548,0.0,0.0,0.0,0.0
1770090464.4946506,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037559276979965963,0.0,0.0,0.0,0.0
1770090464.527883,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.003755866676649189,0.0,0.0,0.0,0.0
1770090464.5611124,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.003755867456941713,0.0,0.0,0.0,0.0
1770090464.5943372,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037558554792195176,0.0,0.0,0.0,0.0
1770090464.6275582,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.003756000930456224,0.0,0.0,0.0,0.0
1770090464.6607747,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.00375594684228806,0.0,0.0,0.0,0.0
1770090464.693987,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.0037558405326184132,0.0,0.0,0.0,0.0
1770090464.7271948,INIT,0,-0.013940596021711826,-0.09513361006975174,-0.0869968980550766,0.003755745775281846,0.0,0.0,0.0,0.0
1770090464.7603984,INIT,0,-0.01379048265516758,-0.09522165358066559,-0.08672545850276947,0.003794857426556089,0.0,0.0,0.0,0.0
1770090464.793598,INIT,0,-0.013570820912718773,-0.09533584117889404,-0.08644358068704605,0.0038470881035966927,0.0,0.0,0.0,0.0
1770090464.8267932,INIT,0,-0.013427870348095894,-0.09549858421087265,-0.0861627608537674,0.003898640084955576,0.0,0.0,0.0,0.0
1770090464.8599842,INIT,0,-0.013303812593221664,-0.09575552493333817,-0.08587068319320679,0.0039613674946462046,0.0,0.0,0.0,0.0
1770090464.8931708,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.0040229909786316485,0.0,0.0,0.0,0.0
1770090464.9263532,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023050618394582,0.0,0.0,0.0,0.0
1770090464.9595304,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023059477035104,0.0,0.0,0.0,0.0
1770090464.9927042,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023094732254571,0.0,0.0,0.0,0.0
1770090465.025874,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023206061464011,0.0,0.0,0.0,0.0
1770090465.059039,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.0040232511853698855,0.0,0.0,0.0,0.0
1770090465.0922005,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.00402325670364291,0.0,0.0,0.0,0.0
1770090465.1253574,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023234841470271,0.0,0.0,0.0,0.0
1770090465.15851,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023293171414018,0.0,0.0,0.0,0.0
1770090465.1916585,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023287964075156,0.0,0.0,0.0,0.0
1770090465.2248025,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023227805850275,0.0,0.0,0.0,0.0
1770090465.2579422,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023187727780979,0.0,0.0,0.0,0.0
1770090465.2910779,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.0040231945215869706,0.0,0.0,0.0,0.0
1770090465.3242111,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023207744878888,0.0,0.0,0.0,0.0
1770090465.3575594,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023190595253926,0.0,0.0,0.0,0.0
1770090465.3909082,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023218974604589,0.0,0.0,0.0,0.0
1770090465.4242563,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023197426581931,0.0,0.0,0.0,0.0
1770090465.4576058,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023217061112766,0.0,0.0,0.0,0.0
1770090465.490956,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023162951267236,0.0,0.0,0.0,0.0
1770090465.5243068,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023087158585056,0.0,0.0,0.0,0.0
1770090465.5576572,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023028549241585,0.0,0.0,0.0,0.0
1770090465.5910087,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022981016645936,0.0,0.0,0.0,0.0
1770090465.6243608,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004023005795449391,0.0,0.0,0.0,0.0
1770090465.657713,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.00402299121441056,0.0,0.0,0.0,0.0
1770090465.6910653,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022904503660588,0.0,0.0,0.0,0.0
1770090465.7244186,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022942230763192,0.0,0.0,0.0,0.0
1770090465.757772,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022980501793641,0.0,0.0,0.0,0.0
1770090465.791126,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022959826792817,0.0,0.0,0.0,0.0
1770090465.8244803,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022972806747683,0.0,0.0,0.0,0.0
1770090465.857834,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022909884147412,0.0,0.0,0.0,0.0
1770090465.8911893,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022886749778007,0.0,0.0,0.0,0.0
1770090465.9245448,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022893203234936,0.0,0.0,0.0,0.0
1770090465.9579008,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022865035398918,0.0,0.0,0.0,0.0
1770090465.9912574,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.004022726545241857,0.0,0.0,0.0,0.0
1770090466.024614,INIT,0,-0.013126001693308353,-0.09599688649177551,-0.08572473376989365,0.0040225669092870155,0.0,0.0,0.0,0.0
