timestamp,state,loop_count,v_x,v_y,v_z,v_yaw,w_x,w_y,w_z,w_yaw
1770090222.9026115,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.2359269,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.2692573,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.3025863,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.3359165,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.3692465,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.402576,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.4359055,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.4692347,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.502564,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.5358925,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.569221,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.6025496,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.6358776,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.6692057,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.7025337,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.73586,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.769188,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.802515,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.8358421,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.8691688,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.9024954,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.9358335,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090223.9691706,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.0025084,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.0358455,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.0691833,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.102521,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.135858,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.1691952,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.2025318,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.235869,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.2692063,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.3025434,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.3358808,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.3692176,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.4025545,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.4358916,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.4692287,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.5025656,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.5359025,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.5692394,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.602576,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.635912,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.6692488,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.7025855,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.735922,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.7692585,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770090224.8025954,INIT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
